Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
e2c07baf7e3f62cf0c5e42b73c02baa86fbba93594f6054651d0960b9e5f8c98,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.308007,51.406617,On or near HIGH STREET,E01002968,Kingston upon Thames 009C,Investigation complete; no suspect identified
549863ca3b060bd3a85780898edac9e08b5edb71e497b3f49565ed4b1a62b4f2,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Local resolution
cb494215d15af9659a3363d1449d049d5e15acd8ad7bb9b8f5d06c5ca7e6e6be,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Suspect charged
02a12f55acf44cbcaaa1b294bc9a6b4e84aa9882ad68ac468999475b3c88dad2,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.056538,51.505350,On or near CLEGG STREET,E01004296,Tower Hamlets 026D,Local resolution
94f00347e0fca56eef2f33b29fae7f9edda829fddb97cd432c9d2dcd46b1a227,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
9ad099479e4862efc4238ee1b50ba5fbd57be8ae66bf2009c08d756ec7a2047d,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.138977,51.510275,On or near VIGO STREET,E01033595,Westminster 013E,Investigation complete; no suspect identified
99ffe03d347306fba4ccb2e27ea5cd01106ab151db31337558fa9781c809fe2d,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
833866c0304caf8851f90270f005009ccd712cd3de62a98faeef1f4c1039f27c,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
8993020138aad09047f0aff6a8602e0115bdbdf8c6cdd845d4a56b7bfeb7eace,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Suspect charged
cee333a46721bd0ef4411c4cd1c9fa2f7a2d45a10330723040ec72955dffdce7,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
0a7a9effec7676897ee15b23db3629ebde9a845a27081b87781bbaf9716d9205,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.072670,51.478188,On or near JOWETT STREET,E01004007,Southwark 018E,Investigation complete; no suspect identified
e1df1df148346780070a801ecece6b6ecd9457669b651343e9060af462a5402f,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
ad66de9626f4bace341f8b526ccd4e2e40254faec8f50c6939c84923583fc91a,2019-03,Metropolitan Police Service,Metropolitan Police Service,0.018007,51.514567,On or near ST THOMAS ROAD,E01003511,Newham 036A,Offender given penalty notice
820a5bb0b20068a62d010c457d5fb631c9aa752d5677c7d981401d7a5c3d89e2,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Local resolution
0098c333c99c1dec96bec4a1e5a9f05fb96bafd6a78543c06256f0e7b1bc3560,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
3b35e38774122e823c25d1964e6466c1adbc916c12b6ce79ddd80281b63299d0,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
279c5a2618c06c7e82f98d98fe75f91709f3d4fe6c1c596215dc3a04842febb4,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Local resolution
ce66b5ccfd356b730afa14c07a0b2eeece6fc7c5bdc17da4cd11a4fbe82b2896,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Local resolution
5f3e667125f4d2cbd7b3a3765a70b056e52ce4f79e65c88d49b14c724f96b798,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
5ac58bd5ceb3704df7c5e19d5846f796c5b38a716f1cab2e24afe67347598688,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Local resolution
2cd76a85757234b316fac6fdc7bb05c364aec0a2ac990c1e428b4ca43ec8f4f0,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Suspect charged
f69f00ff1b65ddc0f1ba1b457475241bf29db3baa3031f14c4fc740867aa525b,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Suspect charged
93f2fb3761ece4bf80c5e39bf934802fe89ba1652c4d430694b4619af3fde104,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.304476,51.393230,On or near B3370,E01002987,Kingston upon Thames 011B,Suspect charged
b6530aaabb4e29cca94aa0ba4e45253ed67a82b54729a6951bfe6fc191e9c20b,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Suspect charged
78f40586ded6cf5949663d2c4dd36c713a158615b3d9c83e4b24048b99a5b6c7,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.013176,51.465990,On or near Parking Area,E01003296,Lewisham 012E,Local resolution
fc0bdfb2aae21a417bef9f96dc3abc42c7d5cec35d55dcc1d2b3991b9f8f90bc,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Suspect charged
fde4c081785dd38f6f1d2d2182e7ce6872590eaad9f7a3d43c8fa8b9e071f1ed,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Suspect charged
b34878b86e2fe7c7aa13ed992dcfd2e770ade757208f3b3ea10c530571f8f87b,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
f17335a6cacd350806f95d313588ac51e7ad58d498e3a3a855ddd1d1cb29811e,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
a056d9d6caa075b65d4bcf39eff624d2bc4902b37a0d9f5a6fd6f8f8feb8b789,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.143146,51.525044,On or near OSNABURGH STREET,E01000946,Camden 021B,Investigation complete; no suspect identified
87e183fa12b6105a12336cf3c5497a3b5451cc563068df478fa67995960c2272,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
6251cce1425b7b2ba624223db1f5703d3351036ebb8806e0a15be913dea6e87a,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
2f780a55a54ff7a693bd48880fbb8db50002ddf25c9415f7f22fa0a3ff77d83c,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
22f75d4153f7bd0305d058db5b783a4df8331858d71faa09e7c7ee19e779fccd,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
325f18e8e171d601dfeebf15b25320d534c162b31a582707fc2a10ca22db5da0,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Suspect charged
b56796de87c082ade27f23f5ec00f5595c0d583b3e587b5f9912f2db4432161d,2019-03,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
3ad2b5eeedb4afa0e2cf4c056cc87dd01798c5f1a64d2baef6992f0a40df0e10,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.213402,51.464770,On or near BREWHOUSE STREET,E01004609,Wandsworth 010E,Local resolution
324c6e8d326d5a75a50483deb7e7b8e22febea655ec06f974a629de883bf600c,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.406027,51.485846,On or near HIGH STREET,E01002633,Hounslow 005A,Local resolution
c5457098e68794ba89d2264aa7e4d13e26c3d4bc1342e0782dbe7f31dd47717f,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.485068,51.592749,On or near BROADWATER GARDENS,E01002442,Hillingdon 003E,Suspect charged
ce9c0b284a39d077bd84ab684fd9b579e6e5a6d6c35f76fbe45f378db3dd5ed8,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.449457,51.528548,On or near LEES ROAD,E01002410,Hillingdon 017A,Local resolution
e771b8ec1d249a70cc01112a3a07e850380d4ea7695a97ed95c9bf06c146c6cc,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.205050,51.420795,On or near Supermarket,E01003456,Merton 003C,Local resolution
64749afd0b0d14e27a2825670a3f2360f12503a142c5787f289f915450ee0c06,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.305724,51.585657,On or near RETREAT CLOSE,E01000541,Brent 004E,Local resolution
0b5caee75588a4e15f357093d4eb57b7981f4deb8d1c57786e1fe6a689ca58fa,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.297037,51.538088,On or near CARLYON CLOSE,E01000478,Brent 029D,Investigation complete; no suspect identified
3a2e0fbeb2d313214d0bdbda9fa26befbed9e59fa73623a1afe79ca95ae58dc3,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.252027,51.537103,On or near CONNAUGHT ROAD,E01000524,Brent 031B,Suspect charged
5ef42a5d66e79f72284e02d6325901bf19acd1b5e4bcaaa15af52277b98403ed,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.291656,51.555842,On or near LEA GARDENS,E01000616,Brent 020A,Offender given penalty notice
a0b2c606e47d0617fc3bef797d6b63668872cc5a3209a55d904f3f7b4efb3055,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.352359,51.620842,On or near OLD REDDING,E01002144,Harrow 004A,Local resolution
d9ea2a86928d9932bc4d805782a91115bbd0a91c2d9be3f80cd852ed421fe035,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.145883,51.532209,On or near CUMBERLAND TERRACE MEWS,E01000946,Camden 021B,Local resolution
3d0927197726e0833269fad4cfe092c154ceea0fe226e92c90f3a4ded4fdede8,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.143436,51.540605,On or near STUCLEY PLACE,E01000863,Camden 021A,Local resolution
f377bb01684fa47a6c073f8e0363b94d8fc625d4d1987efaf83278e3cc16d546,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.127452,51.522483,On or near Further/Higher Educational Building,E01000855,Camden 028A,Local resolution
91c259fe98fdbf5688c6934ae5fa03ea3ec2ca71eea1ea4d676eac2318d66f08,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.241272,51.596894,On or near Police Station,E01033573,Barnet 030F,Suspect charged
661b3e15a1ddd78d4a86ee745401d7d2fcfa55e392248dcad6fd010e3fff1f5d,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.215323,51.582987,On or near BRENT STREET,E01000236,Barnet 034A,Local resolution
2828a7d63ec666c6e78533c14c4e1c24403640112d530bd72602b53f47cdb5c4,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.297926,51.513471,On or near THE MALL,E01001235,Ealing 020D,Local resolution
f573395add47df1241a07d4d51f7a775e4d8d0a62e5ef139aac969ab865f4997,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.115331,51.542666,On or near OFFORD ROAD,E01002714,Islington 017D,Suspect charged
ae35c826369a023d84f0f78199a5b11120264f76d9303740ade3d105166fc67b,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.109290,51.597926,On or near BERNERS ROAD,E01002105,Haringey 007D,Offender given penalty notice
1d00d929a8ad25efca455340aaad059cc4f714f2963af9258d0f0bc7b85b8181,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.090547,51.586607,On or near ASHLEYS ALLEY,E01002084,Haringey 019B,Local resolution
d0c0978cc8b75bd1019e99828097108945da77e8291082f11668d911d609a1af,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.070432,51.598679,On or near LORDSHIP LANE,E01002038,Haringey 037B,Suspect charged
b5160286fb1e4271f393f5ef8bcbe4be628276ec4731e8541a721dffafdfe565,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.075613,51.605229,On or near CREIGHTON ROAD,E01002092,Haringey 006B,Local resolution
fe857f602884fca42186bedd5b681df835d7baa20277741cd6cc7e695e022019,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.075613,51.605229,On or near CREIGHTON ROAD,E01002092,Haringey 006B,Offender given penalty notice
d4826bccc89c76d1da6259feb6008702cff1668344d01cad237872d60fa4ddae,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.094904,51.601507,On or near HOMECROFT ROAD,E01002104,Haringey 008D,Offender given penalty notice
75bb425413478f179cce505087f8a68c60cb200549e9e2e8c8702c7553c2f608,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.063490,51.588754,On or near THE HALE,E01002066,Haringey 025A,Local resolution
00be995eaaa489477b4fe5a7af95bcd90e04d6478591a7cc33e0817885926382,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.102798,51.576671,On or near WOOLLASTON ROAD,E01002001,Haringey 031B,Offender given penalty notice
c8b177f593b9074eabefe50e9b6262e2f781c96bb7e2bca10926211497565843,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.057676,51.463004,On or near BRACKLEY AVENUE,E01004001,Southwark 026B,Offender given penalty notice
cc0da7d8d431eba3f79cce46dae77aef30732e38153fa86a7ea83187deec2f97,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.068988,51.470250,On or near Supermarket,E01004061,Southwark 025A,Suspect charged
7991f70cff394596791b931184ec14faa453f01ffa97a5690bcc9d59f14d0231,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.037164,51.457555,On or near DALRYMPLE ROAD,E01003231,Lewisham 015B,Local resolution
6bd771b4cb110757e562b50c5cfab72dcc0b76011e88d8e95a74597ce221d90c,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.002346,51.421220,On or near ASHGROVE ROAD,E01003235,Lewisham 038A,Local resolution
239b50c192ce158463daca60bf6a773b628784d2a5ca7121bb7b13788940f787,2019-03,Metropolitan Police Service,Metropolitan Police Service,0.070855,51.395858,On or near LITTLE THRIFT,E01000807,Bromley 022C,Offender given a drugs possession warning
99b8dc76b1b203b1be6ae204546547cede2b1a30c2234895cabf4e10d3f6dce0,2019-03,Metropolitan Police Service,Metropolitan Police Service,0.032401,51.431855,On or near GROVE PARK ROAD,E01003266,Lewisham 031C,Local resolution
34b50ba0079d10dbe74e30299a1e80d9cfae7c7612c0f1a878f51f08f9130256,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.053500,51.419374,On or near NEWLANDS PARK,E01000802,Bromley 004B,Local resolution
bfebdea2ee89231c0d9fc2d5eefc0a6a738bb4e8daedbe1b5c92cde652084180,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.011829,51.481759,On or near CLAVELL STREET,E01001640,Greenwich 035A,Local resolution
15c4d5989a70d43dc25bd78477ed4071a4445e3f3cd4fde79c9768f20b0b5bda,2019-03,Metropolitan Police Service,Metropolitan Police Service,0.068250,51.488791,On or near ANGLESEA MEWS,E01001696,Greenwich 011B,Suspect charged
762a1f27c85152caac180ed73563388dfaa8c312de028fabc503d276f8a123fe,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.132566,51.513392,On or near MEARD STREET,E01033596,Westminster 013F,Local resolution
32a23719a2303a4c29a897549247d94aade79f6a7ab5fe38c49749ada9ecb2a1,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.124419,51.508577,On or near Nightclub,E01004734,Westminster 018A,Local resolution
aaec68142bbc8426a332fe5126916e345239a8ff2e85ba603cbba1a404397359,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.172405,51.532382,On or near Petrol Station,E01004726,Westminster 003C,Local resolution
454cf37b371302b67f8611851c18eb9ad691c69ff522cff1a488f28eb649eb58,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.151467,51.491507,On or near CUNDY STREET,E01004666,Westminster 023B,Local resolution
2fdd8519fc10b42bdb968f4e293fab5a016cd5518c2a248065eb7a235fff91ba,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.147839,51.492529,On or near ELIZABETH STREET,E01004750,Westminster 023E,Local resolution
7fb50d2223033860538be199c671e730a3dfc1ee8ae7c6e690f1ea46865b9844,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.147839,51.492529,On or near ELIZABETH STREET,E01004750,Westminster 023E,Offender given penalty notice
3f9fdf993ee7d02fc689aa3801172d2a2759d202222d90446cc2dcf817951646,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.129834,51.511128,On or near Nightclub,E01004734,Westminster 018A,Local resolution
9d4e8fa84aaa444ef866190026b8031edb758f1f1409114b24deba75cee4855c,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.304741,51.401624,On or near Further/Higher Educational Building,E01002965,Kingston upon Thames 009A,Offender given a caution
78c7d673d73d9924ae97704304882247b8e6b597c58dae236488080bc6316200,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.400349,51.492522,On or near SPITFIRE WAY,E01002633,Hounslow 005A,Suspect charged
3a523c7b633bf36aec25898537dadcf8709f8f169a9e18e98b629ab18ad41ddf,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.288514,51.464641,On or near MANOR ROAD,E01003863,Richmond upon Thames 004E,Suspect charged
93e125c4304b0454a95bb6e57157ffa2b50c5768185fc780e5a82921aebf76c6,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.338567,51.425866,On or near Supermarket,E01003888,Richmond upon Thames 021C,Suspect charged
0f227741891e3478511c607330cffa3238f621b6b17e34c5ee273d1a936bf9b7,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.349601,51.441003,On or near FOURTH CROSS ROAD,E01003899,Richmond upon Thames 015B,Local resolution
0f227741891e3478511c607330cffa3238f621b6b17e34c5ee273d1a936bf9b7,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.349601,51.441003,On or near FOURTH CROSS ROAD,E01003899,Richmond upon Thames 015B,Investigation complete; no suspect identified
9db729ed426dfa980f94116c19462fda19e235483ce9522558d965b3b181bb1c,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.471787,51.536763,On or near CONCORDE CLOSE,E01002414,Hillingdon 015A,Offender given a caution
dc520cf30509fea9de23e23416da0779cc63c758405e18be28d857c1abacb243,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.479923,51.545744,On or near WINDSOR STREET,E01002521,Hillingdon 016C,Suspect charged
3d6b8e87eac29c321ae07b122849e002c65f5167f28bf9780b46fc147e99d688,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.474949,51.526274,On or near ABBOTT'S CLOSE,E01002411,Hillingdon 022A,Local resolution
3b0c080aa8df83999ee6b45198e79e9e89eb9d8cbbb580a2d20e780b62f4671a,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.456103,51.470132,On or near CAMBORNE CLOSE,E01002444,Hillingdon 031A,Local resolution
e2387a41661dfb86a2e81d6b35f3064f87ac55acf57f5619572689e7c757f856,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.376370,51.468444,On or near STRAFFORD ROAD,E01002664,Hounslow 017E,Local resolution
f14f4cabc88dd7675525a5fedaa8dec4604d929612dde797d7cf0af89dc75728,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.135903,51.462341,On or near Supermarket,E01003041,Lambeth 017C,Suspect charged
f14f4cabc88dd7675525a5fedaa8dec4604d929612dde797d7cf0af89dc75728,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.135903,51.462341,On or near Supermarket,E01003041,Lambeth 017C,Suspect charged
43c327ebf38eef774a5c3d6d4910c5f400d341a09209d6702345e4f37614579c,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.136164,51.464062,On or near CRESSET STREET,E01003041,Lambeth 017C,Investigation complete; no suspect identified
8107b7ade62f6ec02fd1adbc824b95f4349bfa925497c9e2928923163d99d019,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.165108,51.416490,On or near KENMARE DRIVE,E01003368,Merton 008A,Suspect charged
d4e078a84052e14a984c1b019c796eb88baea7fd3f70d89c74158e9935644f3a,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.216065,51.413823,On or near TOYNBEE ROAD,E01003380,Merton 011A,Local resolution
16b87cbbbb8c15b5c1dabf8093c408e471ab302e7d71fe8a333eeb6495047772,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.158091,51.412531,On or near STREATHAM ROAD,E01003392,Merton 013D,Local resolution
d81b24daa6519afc4729b475dd0bdb98ce85c123a8e712cd41114b7b9fcf69cc,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.258042,51.572550,On or near DOREEN AVENUE,E01000624,Brent 005D,Offender given penalty notice
091d48f1943cb94f5233a5b20c2d8e7a6fec960adc603dd16933b855e69d1910,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.321994,51.575397,On or near Hospital,E01000568,Brent 008D,Local resolution
54a487a242960a4c2e9fee7a725ad769b886309bfad7e210da721020c742a1c4,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.277776,51.554794,On or near SOUTH WAY,E01033424,Brent 017F,Local resolution
d34877d332c9959a5d5c674e25482edddd94ab81c3f2b9bc7b257992bf80c442,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.353207,51.623372,On or near Park/Open Space,E01002144,Harrow 004A,Suspect charged
e12b5fc41b2a8f229f6d1928b43a69e3c624c50d3af005c31b439daed49f2621,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.132129,51.530777,On or near PHOENIX ROAD,E01000955,Camden 022D,Suspect charged
fb2a6cd2c13a2f9c4364601241fd87ab354357898d4845bfed6acb0106cdfdd8,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.142998,51.539681,On or near Nightclub,E01000863,Camden 021A,Local resolution
b815e79b52c945f8ee267373caf0a3273e4d6f64a1e31062d5b882540a628fb3,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.159571,51.543854,On or near ETON ROAD,E01000845,Camden 014B,Local resolution
0f14b99b3db03741d41d82c0afca5c4efb786c617a0ff1dddc329cdd3b4135a4,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.125261,51.521063,On or near RUSSELL SQUARE,E01000855,Camden 028A,Local resolution
1d797b910e36a0add06dda4eed515559881c09aecbbdb0379225cef1e58d8b1b,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.453453,51.533151,On or near CRESCENT PARADE,E01002511,Hillingdon 017E,Investigation complete; no suspect identified
6fb2940b3cae20e9a2815464987516bb8f1ebe106bc0250a674d262adfadeb8c,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.096441,51.533305,On or near BALDWIN TERRACE,E01002800,Islington 018E,Suspect charged
9f7aee264a23285caad163f8567697c42beef85d4a6f77a2b5951801eb03dbc1,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.109284,51.541049,On or near LOFTING ROAD,E01002699,Islington 017B,Offender given penalty notice
0502014a67d2066fba57c0fdbd566734c89ce51bcae1ba18803d6cd4c7540d93,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.112493,51.556190,On or near CAEDMON ROAD,E01002751,Islington 005E,Local resolution
77ccc1e3e6859ed66ef7ee99ce397e5be0924eb8633b13d5e8f1a0a7d02d457c,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.118677,51.557710,On or near Supermarket,E01002731,Islington 007B,Suspect charged
ad2d8f51f5fdab1d278d1a5b9cc2037ac86c73580b1eef57e79b3c008395cb42,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.113100,51.553385,On or near HOLLOWAY ROAD,E01033491,Islington 011H,Offender given a caution
e2a9dd992e5a8f66a9f26ecaf89a48c043de5d1e0e039375233c7c10593f6169,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.113100,51.553385,On or near HOLLOWAY ROAD,E01033491,Islington 011H,Local resolution
c433783a631e60e9331f750caa9fdda006dd0942e6a5b8777104e087ce977506,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.126978,51.600377,On or near PRINCES AVENUE,E01001965,Haringey 009C,Suspect charged
a8c0534dca07e22bb4f7e5bbbb8051fd05a163a3f97a6a5e07b4f0d7a015af34,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.070905,51.595701,On or near FOREST GARDENS,E01001979,Haringey 011D,Local resolution
fa43fb82adccd9ee62c9e596d38732a590c919a3989f69c76b42c0700a90fcc2,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.081237,51.594477,On or near WILLAN ROAD,E01002089,Haringey 013D,Suspect charged
b1975a35a5710fe20554efccc1d48f308203f82e62b6e9bede02604d3452a63d,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.072384,51.596238,On or near BRUCE GROVE,E01001978,Haringey 011C,Local resolution
549a68406f1423ff5a1605e4120333e85f6c4cd54aca513cda92b3a176b7ce5e,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.070905,51.595701,On or near FOREST GARDENS,E01001979,Haringey 011D,Local resolution
70aa6f524cc8bb2576e15258c78f85184a3115126ded97aba8b834928b66d247,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.090033,51.504848,On or near SOUTHWARK STREET,E01003929,Southwark 002B,Suspect charged
9070a0267378108513b851ac877caccce165825c11494d482ea73105c385c4be,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.065129,51.493729,On or near LUCEY WAY,E01004042,Southwark 010D,Local resolution
6e341bf84ce9dd0b5c0c927097229ad7cc322c0d1f29a3923eeaa4b58ce3c020,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.061127,51.475318,On or near CARLTON GROVE,E01032805,Southwark 022F,Suspect charged
6e341bf84ce9dd0b5c0c927097229ad7cc322c0d1f29a3923eeaa4b58ce3c020,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.061127,51.475318,On or near CARLTON GROVE,E01032805,Southwark 022F,Suspect charged
1b11dca1689878df83b3ceb4dc0414f447cc6593b602762bf828c67747ceab54,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.093576,51.473476,On or near Supermarket,E01003921,Southwark 021C,Local resolution
aac3d0407e24b14f2bbc7a0f157eb161f93610bd16af930edb19c95666ea2306,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.027610,51.458473,On or near ADELAIDE AVENUE,E01003276,Lewisham 014D,Local resolution
e615b4c6d7203d3fa2afaa07402a83a4a6643bbb7af2e5e0cd41dde7e6f1586c,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.008898,51.414093,On or near CRAB HILL,E01000713,Bromley 012B,Investigation complete; no suspect identified
ae8d58c12b4f212d39c699065d48b8fcfecf6464023154085758f5612691900f,2019-03,Metropolitan Police Service,Metropolitan Police Service,0.061889,51.480611,On or near JACKSON STREET,E01001702,Greenwich 015D,Suspect charged
33e3bd621eb5baa118f5265f358bcfa2d950a550f0204362e07dddfc3f14664f,2019-03,Metropolitan Police Service,Metropolitan Police Service,0.020246,51.488621,On or near Shopping Area,E01033738,Greenwich 037D,Suspect charged
24ea8b083c8ccaa8270ab8925eaa4ca040261ab4b7e72622d52de487ff3ae5e7,2019-03,Metropolitan Police Service,Metropolitan Police Service,0.095746,51.486522,On or near Police Station,E01001677,Greenwich 006E,Local resolution
4bf683ac53b92efde9ec27cca825be1cec813bfebc96ff331cf4f3261ff3f7f5,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.018003,51.343212,On or near Bus/Coach Station,E01001078,Croydon 032D,Investigation complete; no suspect identified
9f50a3efee16013ec967452924b9873aecd639663d221dcf32f68643de527661,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.106706,51.373286,On or near ROMAN WAY,E01001042,Croydon 024B,Local resolution
006d1490db94174e7308dcf393352be4ac3a509ebc269dd5bd308a5cb3d1b6bc,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.103201,51.379182,On or near COBBLESTONE PLACE,E01001013,Croydon 020B,Local resolution
80573241f87d4e5e160d980f11ce086335ecc77624e0fb62c1d93132f817f97f,2019-03,Metropolitan Police Service,Metropolitan Police Service,-0.094162,51.396823,On or near NURSERY ROAD,E01001155,Croydon 010E,Offender given a caution
